Answer,Person,Specific Type,General Type
italic_languages,0,,
the_principles_of_scientific_management_(monograph),0,,
limbourg_brothers,0,,
archbishop_of_canterbury,0,,
yellow_river,0,,
arnold_schoenberg,1,20th century classical Artist,
hephaestus,0,,
epigoni_(play),0,,
piet_mondrian,1,Painting Artist,
sigmatropic_reaction,0,,
cleisthenes,1,Politician,"government,politician"
centipede,0,,
crystal_field_theory,0,,
boomerang,1,Person,"people,person"
john_wesley_powell,1,Geologist,
great_dividing_range,0,,
anthrax,0,,
shah_jahan,1,Monarch,"royalty,monarch"
kurukshetra_war,0,,
mathis_der_maler_(opera),0,,
anansi,1,Musical Artist,"music,artist"
passenger_pigeon,0,,
medb,1,Woman,
obsidian,1,Musical Artist,"music,artist"
ammonium,0,,
horatius_cocles,1,Person Or Being In Fiction,"fictional universe,person in fiction"
epictetus,1,Philosopher,
beta_particle,0,,
hawking_radiation,0,,
sri_lanka,0,,
proletariat,0,,
europa_(moon),0,,
sir_gawain_and_the_green_knight,0,,
shock_(circulatory),0,,
treaty_of_portsmouth,0,,
wole_soyinka,1,Novelist,
blaise_pascal,1,Physicist,
x_chromosome,0,,
wilfred_owen,1,Poet,
an_essay_concerning_human_understanding,0,,
pan's_labyrinth,0,,
youngstown_sheet_&amp;_tube_co._v._sawyer,0,,
appendicitis,0,,
olivine,0,,
frida_kahlo,1,Painting Artist,
albert_speer,1,Politician,"government,politician"
jezebel,1,Woman,
yeast,0,,
book_of_hours,0,,
jane_goodall,1,Anthropologist,
higgs_boson,0,,
timor,0,,
founder_effect,0,,
bile_acid,0,,
edgeworth_box,0,,
susquehanna_river,0,,
manetho,1,Author,"book,author"
camelot,0,,
death_comes_for_the_archbishop,0,,
gemara,0,,
cybele,0,,
battle_of_puebla,0,,
hernando_de_soto,1,Conquistador,
architecture_of_istanbul,0,,
lawrence_kohlberg,1,Psychologist,
augusta_national_golf_club,0,,
mikhail_gorbachev,1,Politician,"government,politician"
adventures_of_huckleberry_finn,0,,
george_meade,1,Military Commander,"military,military commander"
alpha_decay,0,,
purim,0,,
caravaggio,1,Painting Artist,
arjuna,0,,
the_marriage_of_heaven_and_hell,0,,
common_carotid_artery,0,,
cornel_west,1,Philosopher,
nylon,0,,
'pataphysics,0,,
telomerase,0,,
franklin_pierce,1,US President,"government,us president"
gluon,0,,
zone_of_proximal_development,0,,
treaty_of_brest-litovsk,0,,
morgan_le_fay,1,Pornographic actor,
lungfish,0,,
aspirin,0,,
thin_layer_chromatography,0,,
labyrinth,1,Musical Artist,"music,artist"
karl_jaspers,1,Philosopher,
calorimeter,0,,
whiskey_rebellion,0,,
glottal_stop,0,,
flagellum,0,,
emily_dickinson,1,Poet,
battle_of_lepanto,0,,
northrop_frye,1,Literary critic,
ilya_kabakov,1,Painting Artist,
tracey_emin,1,Actor,
hypatia,1,Mathematician,
diabelli_variations,0,,
lumbar_puncture,0,,
oslo,0,,
date_palm,0,,
ectoderm,0,,
particle_in_a_box,0,,
carmina_burana,0,,
shinto,0,,
stellar_parallax,0,,
indus_valley_civilization,0,,
wicca,0,,
frederick_douglass,1,Statesman,
donner_party,0,,
hedonism,0,,
infallibility,0,,
strong_interaction,0,,
poseidon,0,,
hanukkah,0,,
kinsey_reports,0,,
dan_flavin,1,Sculpture Artist,
talc,0,,
robert_motherwell,1,Painting Artist,
fick's_laws_of_diffusion,0,,
kerr_effect,0,,
death_valley,0,,
cormac_mccarthy,1,Novelist,
bobo_doll_experiment,0,,
yorkshire,0,,
shofar,0,,
ode_on_a_grecian_urn,0,,
new_caledonia,0,,
brazos_river,0,,
pablo_picasso,1,Painting Artist,
apollo_belvedere,0,,
hydroxyl_radical,0,,
semiotics,0,,
alcmene,0,,
manifest_destiny,0,,
james_george_frazer,1,Academic,"education,academic"
writing_system,0,,
thymus,0,,
william_herschel,1,Astronomer,"astronomy,astronomer"
ragnar_frisch,1,Economist,
carthusians,0,,
south_dakota,0,,
douglas_macarthur,1,Military Commander,"military,military commander"
joseph_stefan,1,Physicist,
thor_heyerdahl,1,Academic,"education,academic"
marco_polo,1,Explorer,
truman_doctrine,0,,
kebra_nagast,0,,
ethics_(book),0,,
atharvaveda,0,,
washington_allston,1,Painting Artist,
orestes_(play),0,,
lulu_(opera),0,,
varuna,0,,
mountains_of_bhutan,0,,
garuda,0,,
state_of_the_union_address,0,,
heterochromatin,0,,
e._m._forster,1,Novelist,
carnival,0,,
louis_sullivan,1,Architect,"architecture,architect"
mary_cassatt,1,Painting Artist,
seychelles,0,,
j._m._coetzee,1,Novelist,
jade_emperor,0,,
viracocha,0,,
richard_dawkins,1,Professor,
john_donne,1,Poet,
cycloaddition,0,,
conservation_of_energy,0,,
walt_whitman,1,Poet,
blue_nile,0,,
potential_energy,0,,
sunni_islam,0,,
agent_orange,0,,
formaldehyde,0,,
the_tempest,0,,
citric_acid,1,Musical Artist,"music,artist"
mimicry,0,,
wormhole,0,,
trofim_lysenko,1,Scientist,
lugh,0,,
punjabi_literature,0,,
"cartagena,_colombia",0,,
samuel_adams,1,U.S. Congressperson,"government,u s congressperson"
piccolo,0,,
martha_graham,1,Choreographer,
franz_schubert,1,Composer,"music,composer"
philipp_otto_runge,1,Painting Artist,
escape_velocity,0,,
albedo,1,Multi-instrumentalist,
cassandra,0,,
centre_georges_pompidou,0,,
bavaria,0,,
single-nucleotide_polymorphism,0,,
book_of_job,0,,
emiliano_zapata,1,Military Commander,"military,military commander"
priapus,0,,
surface_tension,0,,
beirut,1,Indie rock Artist,
pain,0,,
chanson_de_geste,0,,
cecil_rhodes,1,Politician,"government,politician"
rollo_may,1,Psychologist,
q_cycle,0,,
the_gulf_stream_(painting),0,,
eugene_ormandy,1,Classical Artist,
max_weber,1,Philosopher,
chinese_room,0,,
cornea,0,,
pablo_neruda,1,Diplomat,
brandenburg_concertos,0,,
paul_krugman,1,Economist,
minimum_wage,0,,
partition_function_(statistical_mechanics),0,,
little_women,0,,
histone,0,,
amalthea_(mythology),0,,
cyclopropane,0,,
bastille,0,,
war_of_the_austrian_succession,0,,
pygmalion_(mythology),0,,
ramayana,0,,
giant_magnetoresistance,0,,
carl_nielsen,1,Composer,"music,composer"
a_priori_and_a_posteriori,0,,
electric_field,0,,
law_and_economics,0,,
macbeth_(character),0,,
balaam,1,Religious Leader,"religion,religious leader"
being_and_time,0,,
dialectic,0,,
azide,0,,
atp_synthase,0,,
the_sorrows_of_young_werther,0,,
immanuel_velikovsky,1,Author,"book,author"
zechariah_(priest),1,Person Or Being In Fiction,"fictional universe,person in fiction"
sonoran_desert,0,,
alexander_calder,1,Sculpture Artist,
hawthorne_effect,0,,
johann_pachelbel,1,Composer,"music,composer"
electric_dipole_moment,0,,
ganymede_(moon),0,,
tonsure,0,,
fermi_surface,0,,
hubert_humphrey,1,US Vice President,"government,us vice president"
herpesviridae,0,,
hanuman,0,,
steroid,0,,
instanton,0,,
dna_repair,0,,
francisco_goya,1,Painting Artist,
sundiata_keita,1,Monarch,"royalty,monarch"
magnetic_monopole,0,,
villa_capra_&quot;la_rotonda&quot;,0,,
eminent_domain,0,,
barnard's_star,0,,
millard_fillmore,1,US President,"government,us president"
the_magic_flute,0,,
ronald_reagan,1,US President,"government,us president"
keeling_curve,0,,
curie_temperature,0,,
frankfurt_school,0,,
mars,0,,
shakers,0,,
meninges,0,,
measles,0,,
william_stanley_jevons,1,Economist,
flannery_o'connor,1,Novelist,
hippolyta,0,,
bacchus_and_ariadne,0,,
enantioselective_reduction_of_ketones,0,,
grinling_gibbons,1,Deceased Person,"people,deceased person"
john_philip_sousa,1,Composer,"music,composer"
hiram_powers,1,Sculpture Artist,
geography_of_cambodia,0,,
sargon_of_akkad,1,Monarch,"royalty,monarch"
hijab,0,,
robert_penn_warren,1,Novelist,
gila_river,0,,
conversion_on_the_way_to_damascus,0,,
jacques_cartier,1,Explorer,
guadalajara,0,,
adsorption,0,,
humbaba,0,,
aldol_condensation,0,,
afternoon_of_a_faun_(nijinsky),0,,
susan_b._anthony,1,Women's rights activist,
the_idiot,0,,
brancacci_chapel,0,,
chloroform,0,,
october_manifesto,0,,
william_lloyd_garrison,1,Peace activist,
mengistu_haile_mariam,1,Politician,"government,politician"
charles_willson_peale,1,Painting Artist,
geography_of_hungary,0,,
mercury_(element),0,,
behaviorism,0,,
july_revolution,0,,
marprelate_controversy,0,,
lugus,0,,
chelation_therapy,0,,
dolly_(sheep),0,,
bay_of_fundy,0,,
elementary_particle,0,,
lake_nicaragua,0,,
loving_v._virginia,0,,
gotland,0,,
norbert_elias,1,Author,"book,author"
george_berkeley,1,Philosopher,
pupa,0,,
friedrich_engels,1,Philosopher,
gang_of_four,0,,
string_quintet_(schubert),0,,
the_martyrdom_of_saint_matthew_(caravaggio),0,,
arthur_rimbaud,1,Poet,
sergei_rachmaninoff,1,Chamber Artist,
meiji_restoration,0,,
aristophanes,1,,
beyond_good_and_evil,0,,
kuru_(disease),0,,
organometallic_chemistry,0,,
sudan,0,,
comoros,0,,
branchiopoda,0,,
glaucus_(son_of_sisyphus),0,,
on_the_road_(film),0,,
an_essay_on_the_principle_of_population,0,,
winston_churchill,1,Statesman,
walter_gropius,1,Architect,"architecture,architect"
opium,0,,
trypsin,0,,
duns_scotus,1,Philosopher,
the_incoherence_of_the_philosophers,0,,
jerusalem,0,,
joseph_(son_of_jacob),0,,
benito_mussolini,1,Military Commander,"military,military commander"
buffer_overflow,0,,
merrimack_river,0,,
yom_kippur,0,,
purgatory,0,,
wake_island,0,,
william_the_conqueror,1,Monarch,"royalty,monarch"
battle_of_trafalgar,0,,
john_knox,1,Founding Figure,"religion,founding figure"
gram_staining,0,,
dave_eggers,1,Novelist,
edvard_munch,1,Painting Artist,
zambezi,0,,
tractatus_theologico-politicus,0,,
purkinje_cell,0,,
dante_symphony,0,,
elias_james_corey,1,Chemist,
adamantium,0,,
diabetes_insipidus,0,,
vanuatu,0,,
night_on_bald_mountain,0,,
gas_constant,0,,
les_troyens,0,,
zakat,0,,
charles_mingus,1,Bandleader,
judah_(biblical_person),0,,
three-body_problem,0,,
young_hegelians,0,,
lollardy,0,,
songhai_empire,0,,
zinc,0,,
palenque,0,,
niacin,0,,
sennacherib,1,Deceased Person,"people,deceased person"
john_kenneth_galbraith,1,Novelist,
alfred_binet,1,Psychologist,
daniel,1,Prophet,
alberta,0,,
thorstein_veblen,1,Economist,
an_essay_on_man,0,,
bleach,0,,
capillary,0,,
william_mckinley,1,US President,"government,us president"
josiah_royce,1,Philosopher,
gog_and_magog,0,,
john_marshall,1,U.S. Congressperson,"government,u s congressperson"
johannes_stark,1,Physicist,
dies_irae,0,,
krzysztof_penderecki,1,20th century classical Artist,
rudyard_kipling,1,Novelist,
samuel_de_champlain,1,Politician,"government,politician"
nuclear_fusion,0,,
giorgione,1,Painting Artist,
william_makepeace_thackeray,1,Novelist,
david_smith_(sculptor),1,Sculpture Artist,
john_dryden,1,Dramatist,
aouzou_strip,0,,
caffeine,0,,
la_strada,0,,
malaria,0,,
breccia,0,,
jonah,1,Prophet,
thunder_bay,0,,
maxim_gorky,1,Dramatist,
beta_ray_bill,0,,
capacitor,0,,
synoptic_gospels,0,,
equipartition_theorem,0,,
charles_sumner,1,U.S. Congressperson,"government,u s congressperson"
rwenzori_mountains,0,,
"thebes,_greece",0,,
gibbs_paradox,0,,
gettier_problem,0,,
themis,0,,
beta_oxidation,0,,
the_art_of_loving,0,,
trevi_fountain,0,,
manu_(hinduism),1,Man,
shakespeare's_sonnets,0,,
whig_party_(united_states),0,,
richard_rorty,1,Philosopher,
deism,0,,
polymerase_chain_reaction,0,,
king_lear,1,Pitcher,
erik_erikson,1,Psychologist,
escherichia_coli,0,,
orphism_(religion),0,,
promoter_(genetics),0,,
pendulum_(mathematics),0,,
clayton_antitrust_act,0,,
irving_langmuir,1,Scientist,
cooperativity,0,,
scheduling_(computing),0,,
pomp_and_circumstance_marches,0,,
perseus_with_the_head_of_medusa,0,,
philosophical_investigations,0,,
neoplatonism,0,,
plasmodium,0,,
missouri_river,0,,
padua,0,,
spontaneous_symmetry_breaking,0,,
coelacanth,0,,
ribozyme,0,,
hugo_grotius,1,Philosopher,
william_byrd,1,Composer,"music,composer"
falklands_war,0,,
francis_galton,1,Statistician,
dragon,0,,
methadone,0,,
the_frogs,0,,
serenade,0,,
azerbaijan,0,,
spallation,0,,
surrealism,0,,
nicolas_poussin,1,Painting Artist,
humphry_davy,1,Chemist,
muskrat,1,Singer,
sodium,0,,
summary_judgment,0,,
two_treatises_of_government,0,,
total_internal_reflection,0,,
baal,0,,
theses_on_feuerbach,0,,
fathers_and_sons_(novel),0,,
supersymmetry,0,,
tympanic_membrane_retraction,0,,
the_structure_of_scientific_revolutions,0,,
genetic_linkage,0,,
sunset_boulevard_(film),0,,
histidine,0,,
the_infinity_gauntlet,0,,
nehemiah,1,Man,
namibia,0,,
adam_smith,1,Philosopher,
the_sociological_imagination,0,,
true_cross,1,Costume Designer,
sn2_reaction,0,,
west_nile_virus,0,,
arthur_conan_doyle,1,Novelist,
maya_angelou,1,Dramatist,
harp,0,,
david_foster_wallace,1,Novelist,
kaposi's_sarcoma,0,,
polychlorinated_dibenzodioxins,0,,
giordano_bruno,1,Philosopher,
aerodynamic_drag,0,,
nosferatu,1,Athlete,"sports,pro athlete"
israel_in_egypt,0,,
igneous_rock,0,,
epicurus,1,Philosopher,
hermes,0,,
gullah,0,,
gathas,0,,
autism_spectrum,0,,
roy_lichtenstein,1,Painting Artist,
finland,0,,
copper,0,,
the_flying_dutchman_(opera),0,,
philip_glass,1,Minimalist Artist,
family_resemblance,0,,
hydrogen_atom,0,,
fibonacci_number,0,,
amyotrophic_lateral_sclerosis,0,,
protein_sequencing,0,,
the_lark_ascending,0,,
albert_camus,1,Novelist,
polycyclic_aromatic_hydrocarbon,0,,
baryon,0,,
salween_river,0,,
the_firebird,0,,
infectious_mononucleosis,0,,
notch_signaling_pathway,0,,
aggregate_demand,0,,
kalki,0,,
sense_and_sensibility,0,,
lord's_resistance_army,0,,
isoprene,0,,
hamiltonian_(quantum_mechanics),0,,
whore_of_babylon,0,,
salisbury_cathedral,0,,
first_continental_congress,0,,
k2,1,Composer,"music,composer"
howard_carter,1,Egyptologist,
nestorius,1,Physician,
cameroon,0,,
yellow_submarine_(film),0,,
full_faith_and_credit_clause,0,,
flute,0,,
salmon,0,,
perturbation_theory_(quantum_mechanics),0,,
daphne,0,,
eskimo,1,Psychedelic trance Artist,
geryon,1,Lyricist,"music,lyricist"
joseph_stiglitz,1,Economist,
the_celebrated_jumping_frog_of_calaveras_county,0,,
akhenaten,1,Monarch,"royalty,monarch"
the_gross_clinic,0,,
equivalence_principle,0,,
azimuth,0,,
sign_of_the_cross,0,,
refractive_index,0,,
zhou_dynasty,0,,
forseti,0,,
hokkaido,0,,
beta_decay,0,,
robert_mapplethorpe,1,Photographer,
church_of_the_holy_sepulchre,0,,
euthyphro,1,Person,"people,person"
vistula,0,,
samuel_butler_(novelist),1,Novelist,
cholera,0,,
the_bluest_eye,0,,
shylock,0,,
"john_forbes_nash,_jr.",1,Mathematician,
far_side_of_the_moon,0,,
flight_into_egypt,0,,
isamu_noguchi,1,Sculpture Artist,
transactional_analysis,0,,
thuringia,0,,
four_noble_truths,0,,
gospel,0,,
fugacity,0,,
truman_capote,1,Novelist,
albert_b._fall,1,U.S. Congressperson,"government,u s congressperson"
civil_disobedience_(thoreau),0,,
transpiration,0,,
ray_bradbury,1,Writer,
henry_cowell,1,Composer,"music,composer"
robert_barro,1,Professor,
tobias_smollett,1,Novelist,
the_day_of_the_locust,0,,
vulcan_(hypothetical_planet),0,,
gottlob_frege,1,Philosopher,
persian_gulf,0,,
urea_cycle,0,,
hippocampus,0,,
arthur_jensen,1,Psychologist,
geography_of_cuba,0,,
rostam,0,,
critique_of_pure_reason,0,,
asthma,0,,
carpus,0,,
thomas_merton,1,Writer,
the_glass_bead_game,0,,
five_pillars_of_islam,0,,
tennessee,0,,
appalachian_spring,0,,
esophagus,0,,
social_contract,0,,
barabbas,1,Person Or Being In Fiction,"fictional universe,person in fiction"
discriminant,0,,
la_fanciulla_del_west,0,,
attitude_(psychology),0,,
kind_of_blue,0,,
gospel_of_john,0,,
laos,0,,
pituitary_gland,0,,
ancient_corinth,0,,
the_last_judgment_(michelangelo),0,,
the_barque_of_dante,0,,
bone_marrow,0,,
marshall_sahlins,1,Anthropologist,
sabines,0,,
bile,0,,
ian_paisley,1,Politician,"government,politician"
comparator,0,,
g_protein,0,,
biomass_(ecology),0,,
endowment_effect,0,,
nash_equilibrium,0,,
andromache,0,,
the_metamorphosis,0,,
the_daughters_of_edward_darley_boit,0,,
portugal,0,,
imperialism,0,,
katherine_anne_porter,1,Novelist,
ecclesiastes,0,,
ethylene,0,,
defence_mechanisms,0,,
toledo_cathedral,0,,
sonnets_from_the_portuguese,0,,
janus,0,,
the_mayor_of_casterbridge,0,,
michael_haydn,1,Composer,"music,composer"
ernst_mayr,1,Biologist,
neutron,0,,
council_of_chalcedon,0,,
barbara_mcclintock,1,Academic,"education,academic"
humber,0,,
prague,0,,
eugene_onegin_(opera),0,,
cumberland_river,0,,
casimir_effect,0,,
mordred,1,Musician,
margaret_thatcher,1,Statesman,
hyperventilation,0,,
tay-sachs_disease,0,,
anne_bradstreet,1,Writer,
gilles_deleuze,1,Philosopher,
howl,0,,
speak_no_evil,0,,
azeotrope,0,,
raney_nickel,0,,
great_expectations,0,,
manhattan_(film),0,,
roland_barthes,1,Philosopher,
sparta,0,,
cud,0,,
easter,0,,
arrhenius_equation,0,,
zoroaster,1,Founding Figure,"religion,founding figure"
lewis_terman,1,Psychologist,
autonomous_region_of_bougainville,0,,
fenrir,0,,
the_portrait_of_a_lady,0,,
flux,0,,
protagoras,1,Philosopher,
walrus,0,,
south_china_sea,0,,
bowling_alone,0,,
triceratops,1,Alternative Artist,
vienna_standard_mean_ocean_water,0,,
edgar_degas,1,Painting Artist,
summa_theologica,0,,
nicaragua,0,,
henrik_ibsen,1,Dramatist,
toyotomi_hideyoshi,1,Daimyo,
the_descent_from_the_cross_(van_der_weyden),0,,
petrified_forest_national_park,0,,
nuclear_magnetic_resonance,0,,
andromeda_(mythology),0,,
metamorphoses,0,,
phobos_(moon),0,,
critical_mass,0,,
spellbound_(1945_film),0,,
first_crusade,0,,
maxwell's_equations,0,,
empire_state_building,0,,
diwali,0,,
battle_of_blenheim,0,,
yalu_river,0,,
jet_stream,0,,
bankruptcy,0,,
septuagint,0,,
kokopelli,0,,
oliver_cromwell,1,Military Commander,"military,military commander"
salmon_p._chase,1,U.S. Congressperson,"government,u s congressperson"
paul_cezanne,0,,
bathsheba,1,Person Or Being In Fiction,"fictional universe,person in fiction"
treaty_of_tordesillas,0,,
grammatical_gender,0,,
lena_river,0,,
boiling_point,0,,
brewster's_angle,0,,
des_moines_river,0,,
ketone,0,,
twyla_tharp,1,Dancer,
salton_sea,0,,
lake_eyre,0,,
psychoanalysis,0,,
the_golden_cockerel,0,,
babylonian_captivity,0,,
beta_sheet,0,,
wave_function,0,,
david_hockney,1,Printmaking Artist,
book_of_leviticus,0,,
voltaire,1,Philosopher,
white_lotus_rebellion,0,,
baron_samedi,1,Record Producer,"music,producer"
django_reinhardt,1,Swing Artist,
the_birth_of_venus_(botticelli),0,,
top_quark,0,,
amidah,0,,
ariadne,0,,
great_slave_lake,0,,
maldives,0,,
henri_becquerel,0,,
socrates,1,Philosopher,
delft,0,,
savitri_and_satyavan,0,,
jason,0,,
peace_of_westphalia,0,,
sigmund,0,,
an_enquiry_concerning_human_understanding,0,,
lorenzo_ghiberti,1,Sculpture Artist,
minnesota_multiphasic_personality_inventory,0,,
tabula_rasa,0,,
"string_quartets,_op._76_(haydn)",0,,
raoult's_law,0,,
puranas,0,,
cortisone,0,,
new_south_wales,0,,
stephen_jay_gould,1,Biologist,
parasympathetic_nervous_system,0,,
sampo_(film),0,,
edward_b._titchener,1,Psychologist,
4_vesta,0,,
kronecker_delta,0,,
naguib_mahfouz,1,Novelist,
niobe,1,Musical Artist,"music,artist"
yellowstone_national_park,0,,
edward_c._tolman,1,Psychologist,
antigen,0,,
mural,0,,
malleus_maleficarum,0,,
ishtar,1,Arabesque Artist,
hubbard_model,0,,
utopia_(book),0,,
elisa,1,Alternative Artist,
the_prince_and_the_pauper,0,,
chicago,0,,
joseph_mccarthy,1,U.S. Congressperson,"government,u s congressperson"
rayleigh_scattering,0,,
lambda_phage,0,,
salvador_allende,1,Politician,"government,politician"
photoelectric_effect,0,,
cogito_ergo_sum,0,,
war_of_the_spanish_succession,0,,
the_hedgehog_and_the_fox,0,,
alhambra,0,,
witness_for_the_prosecution_(1957_film),0,,
kitchen_cabinet,0,,
frederick_delius,1,Composer,"music,composer"
conduction_aphasia,0,,
gravitational_microlensing,0,,
cern,0,,
tantalus,0,,
alaska,1,Acid house Artist,
mourning_becomes_electra,0,,
polyphemus,0,,
waiting_for_the_barbarians,0,,
the_theory_of_the_leisure_class,0,,
strait_of_hormuz,0,,
denkard,0,,
talos,0,,
lima,0,,
cretaceous,0,,
asteroid,0,,
the_bells_(symphony),0,,
ben_jonson,1,Dramatist,
indifference_curve,0,,
karen_horney,1,Psychologist,
orestes,1,Politician,
zora_neale_hurston,1,Novelist,
maurice_ravel,1,20th century classical Artist,
basal-cell_carcinoma,0,,
jurgen_habermas,0,,
glyoxylate_cycle,0,,
gibberellin,0,,
gabriel,0,,
puntland,0,,
double-slit_experiment,0,,
manfred_symphony,0,,
kappa_(folklore),0,,
dispersion_(optics),0,,
provisions_of_oxford,0,,
boris_pasternak,1,Novelist,
lysine,0,,
chymotrypsin,0,,
asbestos,0,,
lagrangian_mechanics,0,,
mona_lisa,1,Rhythm and blues Artist,
leukemia,0,,
the_white_goddess,0,,
ralph_vaughan_williams,1,Composer,"music,composer"
vaslav_nijinsky,1,Ballerina,
carbon_tetrachloride,0,,
dominica,0,,
native_son,0,,
solon,1,Philosopher,
alvin_toffler,1,Writer,
the_spanish_tragedy,0,,
nestor_(mythology),0,,
gioachino_rossini,0,,
don_giovanni,0,,
johannes_brahms,1,Composer,"music,composer"
transit_of_venus,0,,
gustav_klimt,1,Painting Artist,
theseus,0,,
lillian_hellman,1,Writer,
borders_of_suriname,0,,
bernardo_o'higgins,1,Military Person,"military,military person"
hyperion_(moon),0,,
rosalind_franklin,1,Physicist,
sonata,0,,
mercury_(planet),0,,
dmitry_kabalevsky,0,,
vagus_nerve,0,,
third_epistle_to_the_corinthians,0,,
belgrade,0,,
ferromagnetism,0,,
jephthah,1,Man,
wassily_leontief,1,Economist,
hippopotamus,0,,
autoimmunity,0,,
the_lottery,0,,
grashof_number,0,,
cellular_respiration,0,,
treaty_of_waitangi,0,,
andrew_wyeth,1,Painting Artist,
strain_(chemistry),0,,
hestia,0,,
intelligence_quotient,0,,
g._e._moore,1,Philosopher,
the_milkmaid_(vermeer),0,,
erie_canal,0,,
mean_free_path,0,,
hyperinflation,0,,
alkyne,0,,
rho_meson,0,,
platte_river,0,,
el_dorado,0,,
lake_baikal,0,,
geomagnetic_reversal,0,,
richard_morris_hunt,1,Beaux-Arts Architect,
valles_marineris,0,,
william_golding,1,Novelist,
triboluminescence,0,,
vishnu,1,Actor,
symphony_no._1_(mahler),0,,
eliminative_materialism,0,,
cape_town,0,,
thomas_mann,1,Novelist,
nino_rota,1,Film score Artist,
pericles,1,Statesman,
jacques_derrida,1,Philosopher,
the_catcher_in_the_rye,0,,
michael_oakeshott,1,Philosopher,
sweden,0,,
ronald_dworkin,1,Philosopher,
daniel_ortega,1,Politician,"government,politician"
fermentation,0,,
mario_vargas_llosa,1,Novelist,
seville,0,,
three_dialogues_between_hylas_and_philonous,0,,
uganda,0,,
apollo_and_daphne,0,,
absalom,1,Person Or Being In Fiction,"fictional universe,person in fiction"
deucalion,0,,
dallas,0,,
gustav_mahler,1,Composer,"music,composer"
main_street_(novel),0,,
kura_river,0,,
"alfred,_lord_tennyson",0,,
diamagnetism,0,,
red_tide,0,,
deuterium,0,,
friedrich_schiller,1,Philosopher,
frederick_winslow_taylor,1,Mechanical engineer,
metamorphism,0,,
andrea_del_verrocchio,1,Painting Artist,
marcello_malpighi,1,Physician,"medicine,physician"
plessy_v._ferguson,0,,
velociraptor,0,,
the_antichrist_(book),0,,
edward_jenner,1,Academic,"education,academic"
king_arthur,1,Opera Character,"opera,opera character"
albertus_magnus,1,Philosopher,
frank_lloyd_wright,1,Architect,"architecture,architect"
starch,0,,
astigmatism,0,,
kazakhstan,0,,
arawn,0,,
book_of_common_prayer,0,,
stainless_steel,0,,
a_treatise_of_human_nature,0,,
coherence_(physics),0,,
krypton,0,,
marcus_licinius_crassus,1,Politician,"government,politician"
lake_geneva,0,,
v(d)j_recombination,0,,
immunity_(medical),0,,
judith_butler,1,Philosopher,
san_antonio,0,,
toshiko_akiyoshi,1,Bandleader,
frans_hals,1,Painting Artist,
hemocyanin,0,,
hugh_capet,1,Monarch,"royalty,monarch"
aspartame,0,,
serapis,0,,
persephone,0,,
john_adams_(composer),1,US President,"government,us president"
analects,0,,
sydney_opera_house,0,,
the_dagda,0,,
erving_goffman,1,Sociologist,
thomas_bayes,1,Mathematician,
empedocles,1,Philosopher,
g._stanley_hall,1,Psychologist,
francis_fukuyama,1,Historian,
charles_martel,1,Military Commander,"military,military commander"
the_bridge_(long_poem),0,,
ferdinand_magellan,1,Explorer,
great_sandy_desert,0,,
franz_brentano,1,Philosopher,
saponification,0,,
anna_karenina,0,,
lochner_v._new_york,0,,
genetic_drift,0,,
physics_(aristotle),0,,
apsara,0,,
osmotic_pressure,0,,
rainbow_serpent,0,,
cuyahoga_river,0,,
broken_windows_theory,0,,
agar,0,,
monoclonal_antibody_therapy,0,,
structuralism,0,,
antonin_scalia,1,Judge,"law,judge"
determinism,0,,
hypertension,0,,
andrew_jackson,1,US President,"government,us president"
ijtihad,0,,
nabokov,0,,
coatlicue,0,,
operon,0,,
squid,0,,
ballades_(chopin),0,,
hittite_language,0,,
convection,0,,
amedeo_modigliani,1,Painting Artist,
absinthe,0,,
beloved_(novel),0,,
the_nutcracker,0,,
the_battle_of_alexander_at_issus,0,,
stamen,0,,
county_donegal,0,,
spindle_apparatus,0,,
lakshmi,1,,
eurydice,0,,
symphonie_fantastique,0,,
ludwig_wittgenstein,1,Philosopher,
gilbert_and_sullivan,0,,
riemann_zeta_function,0,,
democracy_in_america,0,,
glycine,0,,
ken_kesey,1,Novelist,
bighorn_sheep,0,,
tests_of_general_relativity,0,,
konrad_lorenz,1,Academic,"education,academic"
colony_collapse_disorder,0,,
gustave_courbet,1,Painting Artist,
don_pasquale,0,,
the_cunning_little_vixen,0,,
guanine,0,,
xipe_totec,0,,
mustafa_kemal_ataturk,0,,
book_of_ezekiel,0,,
john_hicks,1,Jazz pianist,
nimrod,1,Person Or Being In Fiction,"fictional universe,person in fiction"
dubai,0,,
paris_commune,0,,
jefferson_davis,1,U.S. Congressperson,"government,u s congressperson"
a_room_with_a_view,0,,
annabel_lee,1,Musician,
ozone,0,,
senegal_river,0,,
sarajevo,0,,
chlorophyll_a,0,,
georgia_(country),0,,
ashgabat,0,,
george_washington_carver,1,Inventor,"law,inventor"
enki,0,,
keratin,0,,
electronegativity,0,,
problem_of_evil,0,,
tammany_hall,0,,
hippocrates,1,Physician,"medicine,physician"
bluebeard's_castle,0,,
mass_in_b_minor,0,,
james_the_just,1,Deceased Person,"people,deceased person"
lipid,0,,
demand_curve,0,,
john_everett_millais,1,Painting Artist,
lines_written_a_few_miles_above_tintern_abbey,0,,
taurus_(constellation),0,,
liquidity_trap,0,,
turandot,0,,
yogacara,0,,
cracking_(chemistry),0,,
hindu_kush,0,,
ethan_allen,1,Military Commander,"military,military commander"
